clip_name,num_frames,num_valid_frames,skipped_frames,output_path
clip_1_23_cropped,230,230,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos2/speaker/clip_1_23_cropped.npy
clip_1_2_cropped,149,149,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos2/speaker/clip_1_2_cropped.npy
clip_1_3_cropped,178,178,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos2/speaker/clip_1_3_cropped.npy
clip_1_4_cropped,163,163,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos2/speaker/clip_1_4_cropped.npy
clip_1_5_cropped,222,222,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos2/speaker/clip_1_5_cropped.npy
clip_1_6_cropped,222,222,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos2/speaker/clip_1_6_cropped.npy
clip_1_7_cropped,130,130,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos2/speaker/clip_1_7_cropped.npy
clip_1_8_cropped,135,135,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos2/speaker/clip_1_8_cropped.npy
clip_1_9_cropped,235,235,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos2/speaker/clip_1_9_cropped.npy
clip_2_0_cropped,102,102,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos2/speaker/clip_2_0_cropped.npy
clip_2_10_cropped,184,184,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos2/speaker/clip_2_10_cropped.npy
clip_2_11_cropped,126,126,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos2/speaker/clip_2_11_cropped.npy
clip_2_13_cropped,153,153,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos2/speaker/clip_2_13_cropped.npy
clip_2_16_cropped,16,16,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos2/speaker/clip_2_16_cropped.npy
clip_2_18_cropped,79,79,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos2/speaker/clip_2_18_cropped.npy
clip_2_19_cropped,165,165,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos2/speaker/clip_2_19_cropped.npy
clip_2_23_cropped,230,230,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos2/speaker/clip_2_23_cropped.npy
clip_2_6_cropped,222,222,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos2/speaker/clip_2_6_cropped.npy
clip_2_7_cropped,130,130,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos2/speaker/clip_2_7_cropped.npy
clip_2_8_cropped,125,125,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos2/speaker/clip_2_8_cropped.npy
clip_1_0_cropped,189,189,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos3/listener/clip_1_0_cropped.npy
clip_1_14_cropped,157,157,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos3/listener/clip_1_14_cropped.npy
clip_1_16_cropped,2,2,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos3/listener/clip_1_16_cropped.npy
clip_1_18_cropped,79,79,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos3/listener/clip_1_18_cropped.npy
clip_1_19_cropped,183,183,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos3/listener/clip_1_19_cropped.npy
clip_1_1_cropped,105,105,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos3/listener/clip_1_1_cropped.npy
clip_1_21_cropped,159,159,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos3/listener/clip_1_21_cropped.npy
clip_1_23_cropped,26,26,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos3/listener/clip_1_23_cropped.npy
clip_1_3_cropped,178,178,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos3/listener/clip_1_3_cropped.npy
clip_1_4_cropped,163,163,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos3/listener/clip_1_4_cropped.npy
clip_1_5_cropped,95,95,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos3/listener/clip_1_5_cropped.npy
clip_1_6_cropped,222,222,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos3/listener/clip_1_6_cropped.npy
clip_1_7_cropped,123,123,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos3/listener/clip_1_7_cropped.npy
clip_2_0_cropped,189,189,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos3/listener/clip_2_0_cropped.npy
clip_2_10_cropped,184,184,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos3/listener/clip_2_10_cropped.npy
clip_2_12_cropped,134,134,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos3/listener/clip_2_12_cropped.npy
clip_2_13_cropped,135,135,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos3/listener/clip_2_13_cropped.npy
clip_2_14_cropped,142,142,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos3/listener/clip_2_14_cropped.npy
clip_2_15_cropped,250,250,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos3/listener/clip_2_15_cropped.npy
clip_2_16_cropped,16,16,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos3/listener/clip_2_16_cropped.npy
clip_2_17_cropped,250,250,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos3/listener/clip_2_17_cropped.npy
clip_2_19_cropped,183,183,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos3/listener/clip_2_19_cropped.npy
clip_2_1_cropped,106,106,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos3/listener/clip_2_1_cropped.npy
clip_2_21_cropped,159,159,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos3/listener/clip_2_21_cropped.npy
clip_2_3_cropped,178,178,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos3/listener/clip_2_3_cropped.npy
clip_2_4_cropped,163,163,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos3/listener/clip_2_4_cropped.npy
clip_2_6_cropped,222,222,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos3/listener/clip_2_6_cropped.npy
clip_2_7_cropped,122,122,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos3/listener/clip_2_7_cropped.npy
clip_2_8_cropped,135,135,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos3/listener/clip_2_8_cropped.npy
clip_2_9_cropped,51,51,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos3/listener/clip_2_9_cropped.npy
clip_1_0_cropped,189,189,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_1_0_cropped.npy
clip_1_10_cropped,184,184,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_1_10_cropped.npy
clip_1_11_cropped,126,126,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_1_11_cropped.npy
clip_1_12_cropped,134,134,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_1_12_cropped.npy
clip_1_13_cropped,155,155,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_1_13_cropped.npy
clip_1_14_cropped,157,157,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_1_14_cropped.npy
clip_1_15_cropped,250,250,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_1_15_cropped.npy
clip_1_16_cropped,16,16,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_1_16_cropped.npy
clip_1_17_cropped,250,250,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_1_17_cropped.npy
clip_1_18_cropped,54,54,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_1_18_cropped.npy
clip_1_19_cropped,183,183,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_1_19_cropped.npy
clip_1_1_cropped,128,128,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_1_1_cropped.npy
clip_1_20_cropped,178,178,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_1_20_cropped.npy
clip_1_21_cropped,159,159,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_1_21_cropped.npy
clip_1_22_cropped,171,171,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_1_22_cropped.npy
clip_1_2_cropped,149,149,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_1_2_cropped.npy
clip_1_3_cropped,178,178,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_1_3_cropped.npy
clip_1_4_cropped,163,163,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_1_4_cropped.npy
clip_1_5_cropped,222,222,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_1_5_cropped.npy
clip_1_6_cropped,222,222,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_1_6_cropped.npy
clip_1_7_cropped,130,130,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_1_7_cropped.npy
clip_1_8_cropped,135,135,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_1_8_cropped.npy
clip_1_9_cropped,235,235,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_1_9_cropped.npy
clip_2_0_cropped,189,189,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_2_0_cropped.npy
clip_2_10_cropped,184,184,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_2_10_cropped.npy
clip_2_12_cropped,134,134,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_2_12_cropped.npy
clip_2_13_cropped,155,155,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_2_13_cropped.npy
clip_2_14_cropped,157,157,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_2_14_cropped.npy
clip_2_15_cropped,250,250,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_2_15_cropped.npy
clip_2_16_cropped,16,16,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_2_16_cropped.npy
clip_2_17_cropped,250,250,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_2_17_cropped.npy
clip_2_18_cropped,79,79,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_2_18_cropped.npy
clip_2_19_cropped,183,183,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_2_19_cropped.npy
clip_2_21_cropped,159,159,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_2_21_cropped.npy
clip_2_23_cropped,230,230,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_2_23_cropped.npy
clip_2_2_cropped,149,149,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_2_2_cropped.npy
clip_2_4_cropped,163,163,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_2_4_cropped.npy
clip_2_5_cropped,2,2,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_2_5_cropped.npy
clip_2_8_cropped,135,135,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_2_8_cropped.npy
clip_2_10_cropped,244,244,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording12/subjectPos1/listener/clip_2_10_cropped.npy
clip_2_11_cropped,210,210,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording12/subjectPos1/listener/clip_2_11_cropped.npy
clip_2_13_cropped,250,250,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording12/subjectPos1/listener/clip_2_13_cropped.npy
clip_2_14_cropped,70,70,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording12/subjectPos1/listener/clip_2_14_cropped.npy
clip_2_15_cropped,250,250,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording12/subjectPos1/listener/clip_2_15_cropped.npy
clip_2_16_cropped,71,71,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording12/subjectPos1/listener/clip_2_16_cropped.npy
clip_2_17_cropped,187,187,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording12/subjectPos1/listener/clip_2_17_cropped.npy
clip_2_18_cropped,166,166,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording12/subjectPos1/listener/clip_2_18_cropped.npy
clip_2_19_cropped,132,132,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording12/subjectPos1/listener/clip_2_19_cropped.npy
clip_2_1_cropped,55,55,0,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording12/subjectPos1/listener/clip_2_1_cropped.npy
