recording,clip_idx,split,3dmm_feature_path,start_time,end_time,duration,speaker_id
recording08,2,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos2/speaker/clip_1_2_cropped.npy,,,5.96,1
recording08,3,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos2/speaker/clip_1_3_cropped.npy,,,7.12,1
recording08,4,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos2/speaker/clip_1_4_cropped.npy,,,6.52,1
recording08,5,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos2/speaker/clip_1_5_cropped.npy,,,8.88,1
recording08,6,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos2/speaker/clip_1_6_cropped.npy,,,8.88,1
recording08,7,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos2/speaker/clip_1_7_cropped.npy,,,5.2,1
recording08,8,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos2/speaker/clip_1_8_cropped.npy,,,5.4,1
recording08,9,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos2/speaker/clip_1_9_cropped.npy,,,9.4,1
recording08,0,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos2/speaker/clip_2_0_cropped.npy,,,4.08,1
recording08,10,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos2/speaker/clip_2_10_cropped.npy,,,7.36,1
recording08,11,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos2/speaker/clip_2_11_cropped.npy,,,5.04,1
recording08,13,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos2/speaker/clip_2_13_cropped.npy,,,6.12,1
recording08,16,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos2/speaker/clip_2_16_cropped.npy,,,0.64,1
recording08,18,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos2/speaker/clip_2_18_cropped.npy,,,3.16,1
recording08,19,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos2/speaker/clip_2_19_cropped.npy,,,6.6,1
recording08,23,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos2/speaker/clip_2_23_cropped.npy,,,9.2,1
recording08,6,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos2/speaker/clip_2_6_cropped.npy,,,8.88,1
recording08,7,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos2/speaker/clip_2_7_cropped.npy,,,5.2,1
recording08,8,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos2/speaker/clip_2_8_cropped.npy,,,5.0,1
recording08,0,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos3/listener/clip_1_0_cropped.npy,,,7.56,0
recording08,14,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos3/listener/clip_1_14_cropped.npy,,,6.28,0
recording08,16,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos3/listener/clip_1_16_cropped.npy,,,0.08,0
recording08,18,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos3/listener/clip_1_18_cropped.npy,,,3.16,0
recording08,19,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos3/listener/clip_1_19_cropped.npy,,,7.32,0
recording08,1,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos3/listener/clip_1_1_cropped.npy,,,4.2,0
recording08,21,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos3/listener/clip_1_21_cropped.npy,,,6.36,0
recording08,23,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos3/listener/clip_1_23_cropped.npy,,,1.04,0
recording08,3,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos3/listener/clip_1_3_cropped.npy,,,7.12,0
recording08,4,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos3/listener/clip_1_4_cropped.npy,,,6.52,0
recording08,5,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos3/listener/clip_1_5_cropped.npy,,,3.8,0
recording08,6,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos3/listener/clip_1_6_cropped.npy,,,8.88,0
recording08,7,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos3/listener/clip_1_7_cropped.npy,,,4.92,0
recording08,0,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos3/listener/clip_2_0_cropped.npy,,,7.56,0
recording08,10,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos3/listener/clip_2_10_cropped.npy,,,7.36,0
recording08,12,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos3/listener/clip_2_12_cropped.npy,,,5.36,0
recording08,13,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos3/listener/clip_2_13_cropped.npy,,,5.4,0
recording08,14,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos3/listener/clip_2_14_cropped.npy,,,5.68,0
recording08,15,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos3/listener/clip_2_15_cropped.npy,,,10.0,0
recording08,16,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos3/listener/clip_2_16_cropped.npy,,,0.64,0
recording08,17,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos3/listener/clip_2_17_cropped.npy,,,10.0,0
recording08,19,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos3/listener/clip_2_19_cropped.npy,,,7.32,0
recording08,1,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos3/listener/clip_2_1_cropped.npy,,,4.24,0
recording08,21,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos3/listener/clip_2_21_cropped.npy,,,6.36,0
recording08,3,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos3/listener/clip_2_3_cropped.npy,,,7.12,0
recording08,4,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos3/listener/clip_2_4_cropped.npy,,,6.52,0
recording08,6,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos3/listener/clip_2_6_cropped.npy,,,8.88,0
recording08,7,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos3/listener/clip_2_7_cropped.npy,,,4.88,0
recording08,8,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos3/listener/clip_2_8_cropped.npy,,,5.4,0
recording08,9,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos3/listener/clip_2_9_cropped.npy,,,2.04,0
recording08,0,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_1_0_cropped.npy,,,7.56,0
recording08,10,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_1_10_cropped.npy,,,7.36,0
recording08,11,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_1_11_cropped.npy,,,5.04,0
recording08,12,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_1_12_cropped.npy,,,5.36,0
recording08,13,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_1_13_cropped.npy,,,6.2,0
recording08,14,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_1_14_cropped.npy,,,6.28,0
recording08,15,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_1_15_cropped.npy,,,10.0,0
recording08,16,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_1_16_cropped.npy,,,0.64,0
recording08,17,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_1_17_cropped.npy,,,10.0,0
recording08,18,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_1_18_cropped.npy,,,2.16,0
recording08,19,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_1_19_cropped.npy,,,7.32,0
recording08,1,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_1_1_cropped.npy,,,5.12,0
recording08,20,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_1_20_cropped.npy,,,7.12,0
recording08,21,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_1_21_cropped.npy,,,6.36,0
recording08,22,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_1_22_cropped.npy,,,6.84,0
recording08,2,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_1_2_cropped.npy,,,5.96,0
recording08,3,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_1_3_cropped.npy,,,7.12,0
recording08,4,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_1_4_cropped.npy,,,6.52,0
recording08,5,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_1_5_cropped.npy,,,8.88,0
recording08,6,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_1_6_cropped.npy,,,8.88,0
recording08,7,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_1_7_cropped.npy,,,5.2,0
recording08,8,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_1_8_cropped.npy,,,5.4,0
recording08,9,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_1_9_cropped.npy,,,9.4,0
recording08,0,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_2_0_cropped.npy,,,7.56,0
recording08,10,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_2_10_cropped.npy,,,7.36,0
recording08,12,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_2_12_cropped.npy,,,5.36,0
recording08,13,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_2_13_cropped.npy,,,6.2,0
recording08,14,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_2_14_cropped.npy,,,6.28,0
recording08,15,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_2_15_cropped.npy,,,10.0,0
recording08,16,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_2_16_cropped.npy,,,0.64,0
recording08,17,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_2_17_cropped.npy,,,10.0,0
recording08,18,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_2_18_cropped.npy,,,3.16,0
recording08,19,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_2_19_cropped.npy,,,7.32,0
recording08,21,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_2_21_cropped.npy,,,6.36,0
recording08,23,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_2_23_cropped.npy,,,9.2,0
recording08,2,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_2_2_cropped.npy,,,5.96,0
recording08,4,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_2_4_cropped.npy,,,6.52,0
recording08,5,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_2_5_cropped.npy,,,0.08,0
recording08,8,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording08/subjectPos4/listener/clip_2_8_cropped.npy,,,5.4,0
recording12,10,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording12/subjectPos1/listener/clip_2_10_cropped.npy,,,9.76,0
recording12,11,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording12/subjectPos1/listener/clip_2_11_cropped.npy,,,8.4,0
recording12,13,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording12/subjectPos1/listener/clip_2_13_cropped.npy,,,10.0,0
recording12,14,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording12/subjectPos1/listener/clip_2_14_cropped.npy,,,2.8,0
recording12,15,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording12/subjectPos1/listener/clip_2_15_cropped.npy,,,10.0,0
recording12,16,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording12/subjectPos1/listener/clip_2_16_cropped.npy,,,2.84,0
recording12,17,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording12/subjectPos1/listener/clip_2_17_cropped.npy,,,7.48,0
recording12,18,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording12/subjectPos1/listener/clip_2_18_cropped.npy,,,6.64,0
recording12,19,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording12/subjectPos1/listener/clip_2_19_cropped.npy,,,5.28,0
recording12,1,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording12/subjectPos1/listener/clip_2_1_cropped.npy,,,2.2,0
recording12,21,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording12/subjectPos1/listener/clip_2_21_cropped.npy,,,6.16,0
recording12,22,test,/mnt/c5e5154b-1778-4612-bccd-c7729282dbe3/Pawan/MPII/stacked_npy/test/recording12/subjectPos1/listener/clip_2_22_cropped.npy,,,8.16,0
